HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,TxtValue
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,HU,Hungary,31.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,IE,Ireland,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,IS,Iceland,2.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,IT,Italy,6.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,LT,Lithuania,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,LU,Luxembourg,2.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,LV,Latvia,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,MT,Malta,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,NL,Netherlands,27.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,NO,Norway,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,PL,Poland,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,PT,Portugal,2.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,RO,Romania,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,SE,Sweden,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,SI,Slovenia,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,SK,Slovakia,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2006,UK,United Kingdom,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,AT,Austria,12.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,BE,Belgium,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,BG,Bulgaria,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,CY,Cyprus,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,CZ,Czechia,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,DE,Germany,22.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,DK,Denmark,5.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,EE,Estonia,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,EL,Greece,22.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,ES,Spain,40.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,FI,Finland,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,FR,France,157.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,HR,Croatia,6.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,HU,Hungary,44.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,IE,Ireland,5.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,IS,Iceland,2.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,IT,Italy,5.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,LT,Lithuania,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,LU,Luxembourg,4.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,LV,Latvia,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,MT,Malta,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,NL,Netherlands,24.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,NO,Norway,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,PL,Poland,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,PT,Portugal,9.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,RO,Romania,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,SE,Sweden,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,SI,Slovenia,3.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,SK,Slovakia,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2007,UK,United Kingdom,5.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,AT,Austria,10.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,BE,Belgium,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,BG,Bulgaria,3.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,CY,Cyprus,2.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,CZ,Czechia,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,DE,Germany,25.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,DK,Denmark,2.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,EE,Estonia,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,EL,Greece,34.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,ES,Spain,38.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,FI,Finland,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,FR,France,144.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,HR,Croatia,9.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,HU,Hungary,31.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,IE,Ireland,5.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,IS,Iceland,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,IT,Italy,6.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,LT,Lithuania,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,LU,Luxembourg,2.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,LV,Latvia,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,MT,Malta,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,NL,Netherlands,4.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,NO,Norway,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,PL,Poland,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,PT,Portugal,10.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,RO,Romania,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,SE,Sweden,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,SI,Slovenia,2.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,SK,Slovakia,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2008,UK,United Kingdom,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,AT,Austria,5.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,BE,Belgium,3.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,BG,Bulgaria,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,CY,Cyprus,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,CZ,Czechia,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,DE,Germany,24.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,DK,Denmark,2.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,EE,Estonia,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,EL,Greece,49.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,ES,Spain,30.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,FI,Finland,2.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,FR,France,64.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,HU,Hungary,56.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,IE,Ireland,4.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,IS,Iceland,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,IT,Italy,8.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,LT,Lithuania,2.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,LU,Luxembourg,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,LV,Latvia,2.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,MT,Malta,4.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,NL,Netherlands,7.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,NO,Norway,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,PL,Poland,7.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,PT,Portugal,8.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,RO,Romania,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,SE,Sweden,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,SI,Slovenia,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2009,UK,United Kingdom,7.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,AT,Austria,15.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,BE,Belgium,2.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,BG,Bulgaria,3.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,CY,Cyprus,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,CZ,Czechia,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,DE,Germany,26.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,DK,Denmark,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,EE,Estonia,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,EL,Greece,68.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,ES,Spain,58.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,FI,Finland,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,FR,France,60.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,HR,Croatia,4.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,HU,Hungary,27.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,IE,Ireland,9.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,IS,Iceland,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,IT,Italy,28.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,LT,Lithuania,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,LU,Luxembourg,3.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,LV,Latvia,3.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,MT,Malta,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,NL,Netherlands,11.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,NO,Norway,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,PL,Poland,7.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,PT,Portugal,23.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,RO,Romania,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,SE,Sweden,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,SI,Slovenia,3.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2010,UK,United Kingdom,8.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2011,AT,Austria,2.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2011,BE,Belgium,15.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2011,BG,Bulgaria,3.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2011,CY,Cyprus,6.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2011,CZ,Czechia,0.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2011,DE,Germany,22.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2011,DK,Denmark,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2011,EE,Estonia,1.000000000,
Antimicrobial resistance,Pseudomonas aeruginosa|Aminoglycosides,"I - 'susceptible, increased exposure' isolates ",N,2011,EL,Greece,62.000000000,
